tvBench_id,db_id,chart,hardness,query,question,vega_zero
769@x_name@ASC,cre_Doc_Tracking_DB,Bar,Medium,"Visualize BAR SELECT Location_Code , COUNT(Location_Code) FROM Document_locations GROUP BY Location_Code ORDER BY Location_Code ASC","Bar chart x axis location code y axis how many location code , and list x-axis in asc order please .",mark bar data document_locations encoding x location_code y aggregate count location_code transform group x sort x asc
753@y_name@ASC,cre_Doc_Template_Mgt,Bar,Medium,"Visualize BAR SELECT Template_Type_Code , count(*) FROM Templates GROUP BY template_type_code ORDER BY count(*) ASC","Visualize a bar chart for what are the different template type codes , and how many templates correspond to each ? , and order by the the total number in ascending .",mark bar data templates encoding x template_type_code y aggregate count template_type_code transform group x sort y asc
2937,theme_gallery,Bar,Easy,"Visualize BAR SELECT Year_Join , COUNT(Year_Join) FROM artist WHERE country != 'United States' GROUP BY Year_Join","For all artist names who are not from the United States , show the total number of each year with a bar chart .",mark bar data artist encoding x year_join y aggregate count year_join transform filter country != 'united states' group x
1564@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(MANAGER_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID ORDER BY SUM(MANAGER_ID) ASC","For all employees who have the letters D or S in their first name , return a bar chart about the distribution of job_id and the sum of manager_id , and group by attribute job_id , could you rank total number of manager id in ascending order please ?",mark bar data employees encoding x job_id y aggregate sum manager_id transform filter first_name like '%d%' or first_name like '%s%' group x sort y asc
3038,train_station,Bar,Easy,"Visualize BAR SELECT Name , COUNT(Name) FROM train GROUP BY Name",Plot the number of name by grouped by name as a bar graph,mark bar data train encoding x name y aggregate count name transform group x
342@x_name@ASC,bike_1,Line,Hard,"Visualize LINE SELECT date , COUNT(date) FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31 GROUP BY date ORDER BY date ASC","What are the number of the dates that have an average sea level pressure between 303 and 31 ? , display date in asc order .",mark line data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 group x sort x asc
1572,hr_1,Scatter,Hard,"Visualize SCATTER SELECT COMMISSION_PCT , DEPARTMENT_ID FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'","For all employees who have the letters D or S in their first name , what is the relationship between commission_pct and department_id ?",mark point data employees encoding x commission_pct y aggregate none department_id transform filter first_name like '%d%' or first_name like '%s%'
1898@x_name@DESC,hr_1,Bar,Easy,"Visualize BAR SELECT FIRST_NAME , DEPARTMENT_ID FROM employees ORDER BY FIRST_NAME DESC","Bar chart of department_id from each first name , order by the x-axis in descending .",mark bar data employees encoding x first_name y aggregate none department_id transform sort x desc
564@y_name@DESC,college_1,Bar,Medium,"Visualize BAR SELECT DEPT_CODE , count(*) FROM student GROUP BY dept_code ORDER BY count(*) DESC","Find the number of students for each department Plot them as bar chart , and order y axis in descending order .",mark bar data student encoding x dept_code y aggregate count dept_code transform group x sort y desc
2774@y_name@ASC,singer,Bar,Medium,"Visualize BAR SELECT Citizenship , COUNT(*) FROM singer GROUP BY Citizenship ORDER BY COUNT(*) ASC","Show me the total number by citizenship in a histogram , could you list by the Y-axis in ascending please ?",mark bar data singer encoding x citizenship y aggregate count citizenship transform group x sort y asc
1869,hr_1,Line,Easy,"Visualize LINE SELECT HIRE_DATE , SALARY FROM employees","Line chart , the X is the hire date of employees and the Y-axis is the corresponding salary .",mark line data employees encoding x hire_date y aggregate none salary
3124@x_name@DESC,university_basketball,Bar,Medium,"Visualize BAR SELECT All_Home , COUNT(All_Home) FROM basketball_match GROUP BY All_Home ORDER BY All_Home DESC","Give me the comparison about the amount of All_Home over the All_Home , and group by attribute All_Home by a bar chart , display by the X from high to low please .",mark bar data basketball_match encoding x all_home y aggregate count all_home transform group x sort x desc
2446@y_name@DESC,musical,Bar,Extra Hard,"Visualize BAR SELECT Nominee , COUNT(Nominee) FROM musical WHERE Award = ""Tony Award"" OR Award = ""Cleavant Derricks"" GROUP BY Nominee ORDER BY COUNT(Nominee) DESC","Show the number of the musical nominee with award ""Bob Fosse"" or ""Cleavant Derricks"" , and list the number of nominee in desc order .","mark bar data musical encoding x nominee y aggregate count nominee transform filter award = ""tony award"" or award = ""cleavant derricks"" group x sort y desc"
44@y_name@ASC,allergy_1,Bar,Hard,"Visualize BAR SELECT LName , AVG(Age) FROM Student WHERE Sex = 'F' GROUP BY LName ORDER BY AVG(Age) ASC","Show the average age for all female students and group them by last name with a bar chart , could you list by the total number in asc please ?",mark bar data student encoding x lname y aggregate mean age transform filter sex = 'f' group x sort y asc
1549@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(EMPLOYEE_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'  ORDER BY AVG(EMPLOYEE_ID) ASC BIN HIRE_DATE BY WEEKDAY","For all employees who have the letters D or S in their first name , visualize a bar chart about the distribution of hire_date and the average of employee_id bin hire_date by weekday , I want to rank by the mean employee id in asc .",mark bar data employees encoding x hire_date y aggregate mean employee_id transform filter first_name like '%d%' or first_name like '%s%' sort y asc bin x by weekday
1494,game_injury,Line,Easy,"Visualize LINE SELECT Season , COUNT(Season) FROM game GROUP BY Season",I want to see trend of the number of season by season,mark line data game encoding x season y aggregate count season transform group x
3126,university_basketball,Pie,Easy,"Visualize PIE SELECT Team_Name , Team_ID FROM basketball_match",Create a pie chart showing team_id across team name .,mark arc data basketball_match encoding x team_name y aggregate none team_id
2706@y_name@ASC,school_finance,Bar,Medium,"Visualize BAR SELECT County , sum(enrollment) FROM school GROUP BY county ORDER BY sum(enrollment) ASC","Please give me a bar chart for the total enrollment in each county , sort in asc by the total number .",mark bar data school encoding x county y aggregate sum enrollment transform group x sort y asc
2849,store_1,Pie,Hard,"Visualize PIE SELECT billing_country , COUNT(*) FROM invoices GROUP BY billing_country ORDER BY count(*) DESC LIMIT 5",Visualize a pie chart with what are the top 5 countries by number of invoices and how many do they have ?,mark arc data invoices encoding x billing_country y aggregate count billing_country transform group x sort y desc topk 5
372@x_name@DESC,browser_web,Bar,Medium,"Visualize BAR SELECT Operating_system , count(*) FROM web_client_accelerator GROUP BY Operating_system ORDER BY Operating_system DESC","Find the number of web accelerators used for each Operating system , and I want to rank x-axis from high to low order .",mark bar data web_client_accelerator encoding x operating_system y aggregate count operating_system transform group x sort x desc
1596,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(DEPARTMENT_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 BIN HIRE_DATE BY WEEKDAY","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find hire_date and the sum of department_id bin hire_date by weekday , and visualize them by a bar chart .","mark bar data employees encoding x hire_date y aggregate sum department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 bin x by weekday"
1029,customers_card_transactions,Scatter,Easy,"Visualize SCATTER SELECT account_id , count(*) FROM Financial_transactions GROUP BY account_id",Show me a scatter plot of account id and the total number for .,mark point data financial_transactions encoding x account_id y aggregate count account_id transform group x
1340@y_name@ASC,employee_hire_evaluation,Bar,Medium,"Visualize BAR SELECT Start_from , SUM(Shop_ID) FROM hiring  ORDER BY SUM(Shop_ID) ASC BIN Start_from BY WEEKDAY","Give me the comparison about the sum of Shop_ID over the Start_from bin start_from by weekday , and could you show from low to high by the Y-axis ?",mark bar data hiring encoding x start_from y aggregate sum shop_id transform sort y asc bin x by weekday
1346,employee_hire_evaluation,Bar,Easy,"Visualize BAR SELECT Is_full_time , AVG(Shop_ID) FROM hiring GROUP BY Is_full_time","Return a bar chart about the distribution of Is_full_time and the average of Shop_ID , and group by attribute Is_full_time .",mark bar data hiring encoding x is_full_time y aggregate mean shop_id transform group x
3124@y_name@DESC,university_basketball,Bar,Medium,"Visualize BAR SELECT All_Home , COUNT(All_Home) FROM basketball_match GROUP BY All_Home ORDER BY COUNT(All_Home) DESC","Return a bar chart about the distribution of All_Home and the amount of All_Home , and group by attribute All_Home , display from high to low by the total number .",mark bar data basketball_match encoding x all_home y aggregate count all_home transform group x sort y desc
1790@x_name@DESC,hr_1,Line,Medium,"Visualize LINE SELECT HIRE_DATE , SALARY FROM employees WHERE hire_date < '2002-06-21' ORDER BY HIRE_DATE DESC","For those employees who was hired before 2002-06-21 , show me about the change of salary over hire_date in a line chart , and rank in descending by the x axis .",mark line data employees encoding x hire_date y aggregate none salary transform filter hire_date < '2002-06-21' sort x desc
1896@y_name@DESC,hr_1,Bar,Easy,"Visualize BAR SELECT FIRST_NAME , SALARY FROM employees ORDER BY SALARY DESC","Just show employees' salaries by their first name in a bar chart , I want to order by the Y in desc .",mark bar data employees encoding x first_name y aggregate none salary transform sort y desc
317@y_name@ASC,bike_1,Bar,Medium,"Visualize BAR SELECT installation_date , COUNT(installation_date) FROM station  ORDER BY COUNT(installation_date) ASC BIN installation_date BY YEAR","Bar graph to show how many installation date from different installation date , and rank total number in asc order please .",mark bar data station encoding x installation_date y aggregate count installation_date transform sort y asc bin x by year
2841@x_name@DESC,station_weather,Bar,Medium,"Visualize BAR SELECT day_of_week , avg(high_temperature) FROM weekly_weather GROUP BY day_of_week ORDER BY day_of_week DESC","What is the average high temperature for each day of week Plot them as bar chart , and could you order in desc by the x-axis ?",mark bar data weekly_weather encoding x day_of_week y aggregate mean high_temperature transform group x sort x desc
